10,0,3653
68,1,2234
71,2,1985
63,3,4870
43,4,6473
2,5,297
62,6,7879
67,7,6843
49,8,6840
72,9,7384
36,10,4648
16,11,6512
51,12,246
45,13,4477
2,14,1911
63,15,3748
89,16,3958
59,17,660
64,18,1897
64,19,76
20,20,286
55,21,6825
83,22,7861
9,23,5197
46,24,2471
39,25,59
6,26,7940
89,27,5647
41,28,107
65,29,8379
79,30,498
36,31,8187
69,32,4133
39,33,6618
61,34,2651
31,35,3870
28,36,6132
97,37,2654
30,38,2862
26,39,4131
96,40,1287
64,41,9180
15,42,3869
48,43,5868
0,44,7361
56,45,1919
24,46,5098
91,47,5082
28,48,5718
47,49,7071
39,50,1003
90,51,4144
4,52,9820
50,53,9147
34,54,1847
48,55,7603
46,56,171
92,57,8543
80,58,1431
44,59,2812
1,60,5453
34,61,3694
97,62,8805
16,63,8931
86,64,8606
19,65,6744
91,66,6319
52,67,6469
7,68,8444
24,69,8468
65,70,7828
50,71,1360
8,72,1863
55,73,3591
31,74,149
37,75,705
32,76,3282
25,77,7643
42,78,5589
16,79,2940
54,80,1087
17,81,7945
67,82,8601
5,83,643
82,84,8167
92,85,2606
9,86,4409
40,87,9437
2,88,2815
28,89,4889
1,90,1980
87,91,9665
60,92,8532
59,93,683
83,94,4799
97,95,2168
16,96,975
99,97,7733
76,98,670
30,99,9469
68,100,2065
1,101,7901
8,102,4633
30,103,5648
65,104,7624
72,105,2552
78,106,8528
31,107,2366
53,108,9255
57,109,4049
68,110,9943
65,111,6106
33,112,8802
74,113,1296
30,114,9394
57,115,9847
85,116,5502
92,117,9476
48,118,569
29,119,6475
33,120,7269
98,121,7801
50,122,7845
39,123,3934
92,124,1200
90,125,1810
53,126,881
51,127,8168
96,128,4794
89,129,4560
25,130,121
36,131,2326
30,132,6275
5,133,8471
62,134,9917
39,135,6132
49,136,2170
16,137,7360
49,138,2079
81,139,8627
88,140,1634
71,141,5793
46,142,2064
47,143,4597
10,144,3341
17,145,8406
16,146,5446
94,147,6732
98,148,6755
15,149,9995
86,150,7817
18,151,2078
97,152,3516
24,153,384
26,154,7409
12,155,8803
77,156,7025
80,157,387
14,158,6073
34,159,3812
13,160,6767
14,161,4840
37,162,1087
51,163,7086
2,164,7971
91,165,3060
28,166,6497
93,167,9181
2,168,350
66,169,2829
15,170,3888
8,171,9601
32,172,49
12,173,6459
75,174,5904
6,175,8955
84,176,2946
23,177,6650
75,178,4070
51,179,4480
37,180,6757
65,181,1237
84,182,3896
84,183,4212
51,184,6820
87,185,6108
78,186,9456
49,187,7920
56,188,5863
68,189,8926
95,190,3369
37,191,7213
25,192,5756
17,193,6175
41,194,6272
30,195,5590
80,196,1199
20,197,6115
70,198,2835
39,199,3577
96,200,6818
15,201,7776
57,202,85
71,203,3478
78,204,4870
63,205,9664
19,206,3671
1,207,8574
40,208,432
72,209,7708
8,210,2160
32,211,2676
86,212,8069
49,213,7009
14,214,9974
78,215,6911
78,216,797
74,217,7454
2,218,6114
35,219,2134
29,220,3123
79,221,7716
11,222,560
80,223,3378
5,224,3522
31,225,6164
25,226,4460
58,227,7583
27,228,3273
87,229,2532
83,230,7205
90,231,1082
12,232,1736
75,233,4650
78,234,9997
59,235,4260
58,236,9088
30,237,9438
59,238,6710
29,239,8221
97,240,4919
55,241,3980
2,242,1446
74,243,1689
60,244,9713
96,245,303
59,246,131
1,247,6414
63,248,7751
10,249,8295
41,250,9416
17,251,9843
19,252,8051
32,253,5940
23,254,1166
24,255,2547
92,256,1906
8,257,1575
40,258,2979
14,259,679
8,260,5312
34,261,2039
72,262,1686
33,263,7087
30,264,3039
57,265,4538
16,266,5464
96,267,9449
91,268,5712
26,269,9511
23,270,8235
26,271,1832
16,272,4343
81,273,3210
3,274,9110
49,275,2686
11,276,6826
85,277,8672
83,278,4592
41,279,9041
13,280,9922
14,281,4358
84,282,7008
28,283,1097
71,284,1993
64,285,1949
71,286,2627
61,287,3088
12,288,6330
59,289,3833
11,290,8373
36,291,9360
86,292,6404
6,293,4493
49,294,8150
45,295,7592
41,296,9367
2,297,1327
64,298,5654
38,299,1239
50,300,1476
34,301,7274
59,302,2392
27,303,7215
13,304,7248
57,305,4839
8,306,2162
57,307,5730
16,308,4865
97,309,3090
56,310,1979
77,311,5384
42,312,3407
8,313,5547
11,314,6892
88,315,8823
77,316,8500
15,317,9041
66,318,7167
83,319,1657
33,320,220
17,321,9064
57,322,8930
57,323,9465
82,324,9621
82,325,4196
97,326,1381
78,327,741
58,328,7808
25,329,9483
25,330,3607
16,331,5213
30,332,4301
16,333,5831
2,334,8812
29,335,9906
8,336,1714
69,337,7393
72,338,6233
49,339,8791
7,340,7429
16,341,5031
32,342,7894
26,343,131
19,344,3117
53,345,6470
77,346,362
8,347,157
96,348,1652
29,349,6607
45,350,9106
49,351,3326
44,352,8567
45,353,6
91,354,2587
56,355,6306
48,356,4483
56,357,4318
29,358,4995
95,359,8326
49,360,8650
79,361,29
1,362,7339
14,363,651
44,364,588
93,365,3438
69,366,8087
31,367,4161
56,368,3438
30,369,6666
32,370,8123
58,371,2252
36,372,2293
49,373,6333
20,374,4527
88,375,3490
35,376,7579
85,377,3287
91,378,3164
9,379,5035
69,380,3401
57,381,6791
84,382,7549
48,383,5455
65,384,4987
80,385,9633
9,386,8574
59,387,987
51,388,1023
97,389,6681
28,390,4624
77,391,1852
33,392,357
68,393,8262
68,394,8338
25,395,8225
20,396,9903
44,397,9135
95,398,1673
78,399,1340
13,400,2834
55,401,6688
83,402,2776
79,403,2449
86,404,1059
17,405,4454
31,406,7416
6,407,7302
24,408,8427
11,409,6062
13,410,257
3,411,1105
52,412,6419
87,413,7466
30,414,7279
19,415,5053
92,416,5352
14,417,4891
51,418,5261
23,419,3044
20,420,1367
56,421,7063
43,422,7420
91,423,7749
27,424,8033
40,425,2500
0,426,1661
5,427,367
65,428,5992
54,429,1307
49,430,2018
14,431,1908
9,432,3184
18,433,8917
75,434,8593
33,435,8007
2,436,8766
88,437,3217
10,438,2288
41,439,1117
95,440,7964
39,441,2843
66,442,6905
89,443,6847
60,444,563
80,445,8006
48,446,7863
47,447,4470
0,448,5726
2,449,5795
84,450,1863
63,451,4941
11,452,7517
98,453,4103
42,454,8008
23,455,4323
23,456,4687
74,457,8216
11,458,9899
58,459,790
88,460,3286
27,461,2432
63,462,6050
14,463,6456
21,464,4967
52,465,2200
9,466,5284
80,467,5196
75,468,9959
37,469,3534
76,470,4583
12,471,5545
39,472,5886
43,473,2079
54,474,9861
8,475,1958
70,476,3895
60,477,445
17,478,6375
12,479,6940
66,480,4174
89,481,7337
84,482,8108
48,483,2887
71,484,1920
30,485,8185
84,486,2514
14,487,3253
64,488,5166
50,489,8483
5,490,9691
63,491,9380
93,492,553
22,493,7584
8,494,6186
51,495,4119
36,496,8535
40,497,1081
76,498,9123
91,499,6098
10,500,3772
73,501,4093
30,502,9885
32,503,6505
89,504,2321
57,505,281
99,506,275
59,507,9588
97,508,4625
31,509,2477
2,510,7374
97,511,6798
81,512,2406
83,513,4061
40,514,2236
17,515,449
81,516,5312
70,517,413
54,518,9996
19,519,1194
34,520,3837
9,521,9108
95,522,4687
41,523,3547
27,524,1121
48,525,8297
1,526,4824
9,527,835
88,528,8512
35,529,4889
14,530,6396
47,531,1191
75,532,7230
68,533,382
0,534,9859
93,535,5805
84,536,2726
29,537,9912
87,538,4820
87,539,7611
22,540,9359
48,541,2328
83,542,7452
31,543,5084
98,544,1992
43,545,2847
12,546,8023
96,547,4842
0,548,8173
87,549,8723
4,550,3701
24,551,7572
23,552,2110
95,553,7259
29,554,4006
47,555,7642
39,556,4703
52,557,6541
57,558,7054
27,559,9579
2,560,9106
76,561,566
72,562,4001
92,563,3933
45,564,4862
93,565,8017
90,566,8151
59,567,1813
74,568,2747
84,569,2526
26,570,2313
24,571,5386
37,572,6867
52,573,8045
95,574,9745
9,575,2406
36,576,1602
50,577,2960
56,578,2718
31,579,3188
25,580,391
0,581,2332
17,582,1613
25,583,1650
33,584,640
48,585,2887
83,586,3248
10,587,9776
64,588,3905
55,589,4059
21,590,8859
26,591,5039
5,592,2221
84,593,6289
49,594,4721
41,595,4227
33,596,4763
88,597,6295
99,598,8971
81,599,9153
0,600,4946
54,601,7530
70,602,9361
93,603,1441
53,604,9100
22,605,7836
87,606,8542
12,607,4604
89,608,9510
11,609,3358
63,610,479
42,611,6158
12,612,894
99,613,2374
66,614,9540
24,615,389
64,616,563
63,617,8363
56,618,9374
18,619,9423
59,620,1657
69,621,2627
1,622,1647
41,623,6496
90,624,7298
3,625,9771
30,626,588
18,627,1177
46,628,3684
27,629,6175
39,630,9405
19,631,5665
21,632,1833
67,633,796
48,634,4219
79,635,3824
67,636,9482
27,637,8485
87,638,81
8,639,3790
59,640,5363
0,641,8219
14,642,7548
78,643,5112
16,644,6434
56,645,1827
62,646,2538
75,647,859
10,648,8344
61,649,6180
48,650,9070
62,651,2407
44,652,2117
93,653,9813
61,654,394
17,655,6204
65,656,3007
65,657,995
2,658,2690
89,659,9327
61,660,3035
44,661,1880
40,662,4415
34,663,1222
75,664,770
94,665,7957
71,666,5209
14,667,3255
46,668,1165
55,669,3864
74,670,9932
28,671,4893
42,672,41
38,673,6070
28,674,3860
39,675,274
82,676,2100
37,677,1618
35,678,8064
14,679,4518
5,680,717
25,681,7715
29,682,738
59,683,1270
30,684,4519
64,685,1058
35,686,1884
70,687,453
25,688,806
17,689,3161
7,690,6356
72,691,1350
86,692,6735
39,693,8948
71,694,4496
78,695,158
79,696,5180
75,697,3075
29,698,2746
13,699,2598
72,700,1734
1,701,1526
85,702,1966
73,703,5815
27,704,73
20,705,2543
54,706,4631
60,707,9693
61,708,4626
24,709,483
98,710,6388
30,711,5092
1,712,6772
92,713,56
32,714,7512
16,715,205
34,716,494
26,717,6312
58,718,3733
47,719,4233
39,720,214
55,721,6429
91,722,5488
47,723,700
64,724,2689
78,725,8594
47,726,736
59,727,8267
12,728,4919
40,729,7287
75,730,1343
37,731,7246
94,732,9635
6,733,4797
7,734,262
43,735,1214
74,736,2961
8,737,5926
48,738,2853
14,739,183
79,740,6622
5,741,7494
